id,subconjunto,question_type,medical_task,body_system,chars,words,chars_full,words_full,tok_cl100k,tok_cl100k_full,tok_qwen,tok_qwen_full
MM-1646,MM,Understanding,Diagnosis,Respiratory,513,75,670,94,117,165,117,165
MM-1647,MM,Reasoning,Diagnosis,Respiratory,1276,203,1807,293,270,391,272,393
MM-1648,MM,Reasoning,Basic Science,Cardiovascular,511,78,566,93,106,131,108,133
MM-1649,MM,Reasoning,Treatment,Skeletal,558,88,893,141,121,198,122,199
MM-1650,MM,Reasoning,Diagnosis,Reproductive,1027,148,1222,176,212,265,216,269
MM-1651,MM,Reasoning,Basic Science,Nervous,809,119,925,134,186,230,193,237
MM-1652,MM,Understanding,Diagnosis,Urinary,667,95,786,110,155,191,161,197
MM-1653,MM,Reasoning,Diagnosis,Skeletal,776,117,982,149,164,216,167,220
MM-1654,MM,Reasoning,Basic Science,Reproductive,937,131,1305,183,182,257,184,259
MM-1655,MM,Reasoning,Diagnosis,Digestive,1070,162,1216,184,238,275,247,284
MM-1656,MM,Reasoning,Diagnosis,Cardiovascular,850,121,1012,143,190,230,199,239
MM-1657,MM,Understanding,Diagnosis,Integumentary,355,52,455,66,96,132,96,132
MM-1658,MM,Reasoning,Diagnosis,Cardiovascular,1146,197,1265,214,370,405,386,421
MM-1659,MM,Reasoning,Diagnosis,Reproductive,232,29,367,44,68,119,68,119
MM-1660,MM,Reasoning,Treatment,Digestive,755,114,891,135,170,203,178,211
MM-1661,MM,Reasoning,Diagnosis,Skeletal,633,95,752,110,151,198,152,199
MM-1662,MM,Reasoning,Diagnosis,Nervous,233,34,346,48,62,101,62,101
MM-1663,MM,Understanding,Diagnosis,Digestive,335,46,423,57,85,121,86,122
MM-1664,MM,Reasoning,Diagnosis,Skeletal,894,140,978,153,222,252,236,266
MM-1665,MM,Reasoning,Treatment,Cardiovascular,912,135,1013,152,213,250,224,262
MM-1666,MM,Understanding,Basic Science,Reproductive,1160,158,1310,176,273,322,281,330
MM-1667,MM,Reasoning,Diagnosis,Skeletal,538,77,608,88,120,148,121,149
MM-1668,MM,Reasoning,Diagnosis,Lymphatic,1183,216,1262,228,361,395,384,418
MM-1669,MM,Understanding,Basic Science,Cardiovascular,176,27,293,45,50,89,50,89
MM-1670,MM,Reasoning,Treatment,Skeletal,931,135,1150,161,205,270,206,271
MM-1671,MM,Reasoning,Diagnosis,Digestive,1278,182,1426,197,298,351,309,362
MM-1672,MM,Reasoning,Basic Science,Nervous,948,137,1007,147,209,236,216,243
MM-1673,MM,Understanding,Basic Science,Cardiovascular,187,38,212,48,60,85,60,85
MM-1674,MM,Reasoning,Treatment,Skeletal,370,60,430,75,81,106,82,107
MM-1675,MM,Understanding,Basic Science,Skeletal,216,40,241,50,58,78,59,79
MM-1676,MM,Reasoning,Treatment,Respiratory,1213,175,1497,214,293,394,312,422
MM-1677,MM,Reasoning,Diagnosis,Cardiovascular,180,24,294,39,52,93,52,93
MM-1678,MM,Reasoning,Diagnosis,Integumentary,1233,193,1558,246,252,330,252,330
MM-1679,MM,Reasoning,Diagnosis,Skeletal,903,141,1123,171,208,257,210,259
MM-1680,MM,Reasoning,Treatment,Skeletal,690,119,884,153,167,222,170,225
MM-1681,MM,Understanding,Basic Science,Muscular,730,109,807,128,150,187,150,187
MM-1682,MM,Reasoning,Treatment,Skeletal,803,122,1098,164,186,248,194,256
MM-1683,MM,Understanding,Basic Science,Skeletal,332,58,411,78,102,143,112,161
MM-1684,MM,Reasoning,Diagnosis,Nervous,202,30,265,40,54,85,54,85
MM-1685,MM,Reasoning,Basic Science,Respiratory,1301,176,1615,213,267,344,276,353
MM-1686,MM,Understanding,Treatment,Integumentary,659,103,867,140,136,189,137,190
MM-1687,MM,Reasoning,Treatment,Skeletal,987,137,1437,195,202,298,203,299
MM-1688,MM,Reasoning,Diagnosis,Integumentary,733,93,873,110,166,214,169,217
MM-1689,MM,Understanding,Diagnosis,Integumentary,305,41,419,55,76,118,77,119
MM-1690,MM,Understanding,Diagnosis,Cardiovascular,433,64,639,96,94,139,95,140
MM-1691,MM,Reasoning,Treatment,Cardiovascular,1018,155,1127,168,234,269,244,279
MM-1692,MM,Reasoning,Diagnosis,Respiratory,1165,164,1340,184,285,337,302,355
MM-1693,MM,Reasoning,Basic Science,Skeletal,392,47,526,59,84,124,84,124
MM-1694,MM,Understanding,Basic Science,Nervous,428,65,504,76,102,135,103,136
MM-1695,MM,Reasoning,Diagnosis,Respiratory,285,40,419,56,77,123,78,124
MM-1696,MM,Reasoning,Diagnosis,Nervous,777,116,991,147,172,239,173,240
MM-1697,MM,Understanding,Diagnosis,Endocrine,292,39,453,59,70,116,70,116
MM-1698,MM,Reasoning,Diagnosis,Skeletal,1084,159,1335,189,248,313,258,323
MM-1699,MM,Reasoning,Diagnosis,Skeletal,1395,215,1548,236,299,343,301,345
MM-1700,MM,Understanding,Basic Science,Skeletal,204,35,264,50,51,76,51,76
MM-1701,MM,Reasoning,Diagnosis,Digestive,696,110,790,125,170,205,180,215
MM-1702,MM,Reasoning,Treatment,Skeletal,764,111,855,124,218,255,230,267
MM-1703,MM,Reasoning,Basic Science,Endocrine,321,60,356,70,100,135,104,139
MM-1704,MM,Understanding,Diagnosis,Nervous,294,47,403,62,74,111,74,111
MM-1705,MM,Reasoning,Diagnosis,Nervous,791,114,904,129,196,237,208,249
MM-1706,MM,Understanding,Diagnosis,Digestive,739,114,837,129,156,190,157,191
MM-1707,MM,Reasoning,Basic Science,Endocrine,1217,164,1537,204,264,343,272,351
MM-1708,MM,Understanding,Diagnosis,Skeletal,756,112,928,137,170,216,178,224
MM-1709,MM,Reasoning,Diagnosis,Digestive,1050,163,1140,176,236,270,244,278
MM-1710,MM,Reasoning,Diagnosis,Nervous,436,67,491,82,98,123,100,125
MM-1711,MM,Reasoning,Basic Science,Skeletal,610,85,860,122,122,174,122,174
MM-1712,MM,Understanding,Basic Science,Other / NA,668,96,731,107,139,164,140,165
MM-1713,MM,Understanding,Basic Science,Reproductive,881,139,921,151,202,224,209,231
MM-1714,MM,Understanding,Diagnosis,Integumentary,139,20,226,34,44,80,44,80
MM-1715,MM,Reasoning,Diagnosis,Muscular,474,75,733,117,104,164,105,165
MM-1716,MM,Understanding,Diagnosis,Cardiovascular,747,104,886,121,177,225,188,236
MM-1717,MM,Reasoning,Basic Science,Nervous,532,85,557,95,113,133,115,135
MM-1718,MM,Reasoning,Treatment,Skeletal,508,73,768,108,108,172,109,173
MM-1719,MM,Understanding,Basic Science,Respiratory,622,102,919,155,135,212,135,212
MM-1720,MM,Reasoning,Treatment,Urinary,1405,237,1482,248,378,410,404,436
MM-1721,MM,Understanding,Basic Science,Lymphatic,907,141,992,154,215,251,222,258
MM-1722,MM,Reasoning,Treatment,Cardiovascular,1047,159,1202,178,323,375,343,395
MM-1723,MM,Reasoning,Treatment,Integumentary,778,115,911,130,206,257,214,265
MM-1724,MM,Understanding,Diagnosis,Digestive,878,122,978,136,210,250,219,259
MM-1725,MM,Reasoning,Treatment,Skeletal,1115,158,1412,202,215,283,216,284
MM-1726,MM,Reasoning,Diagnosis,Nervous,613,93,717,110,141,173,150,182
MM-1727,MM,Reasoning,Treatment,Skeletal,962,141,1190,172,222,282,223,283
MM-1728,MM,Reasoning,Basic Science,Endocrine,732,116,757,126,152,172,154,174
MM-1729,MM,Understanding,Diagnosis,Nervous,180,27,281,42,51,87,51,87
MM-1730,MM,Reasoning,Treatment,Muscular,388,57,623,91,90,153,90,153
MM-1731,MM,Understanding,Diagnosis,Integumentary,159,22,241,33,48,83,48,83
MM-1732,MM,Understanding,Basic Science,Endocrine,706,127,731,137,158,178,159,179
MM-1733,MM,Reasoning,Diagnosis,Endocrine,580,83,709,100,120,156,122,158
MM-1734,MM,Reasoning,Treatment,Cardiovascular,1279,194,1355,206,372,401,396,425
MM-1735,MM,Reasoning,Diagnosis,Skeletal,456,79,511,94,113,138,114,139
MM-1736,MM,Reasoning,Diagnosis,Skeletal,242,30,338,41,63,102,63,102
MM-1737,MM,Reasoning,Diagnosis,Respiratory,240,33,337,45,65,100,66,101
MM-1738,MM,Understanding,Diagnosis,Nervous,179,23,301,38,51,92,51,92
MM-1739,MM,Reasoning,Treatment,Cardiovascular,596,86,722,103,151,196,161,206
MM-1740,MM,Reasoning,Treatment,Skeletal,955,142,1486,221,207,325,208,326
MM-1741,MM,Reasoning,Treatment,Skeletal,641,93,858,122,144,203,145,204
MM-1742,MM,Reasoning,Diagnosis,Respiratory,394,57,521,72,102,148,103,149
MM-1743,MM,Reasoning,Diagnosis,Cardiovascular,237,31,347,46,59,99,59,99
MM-1744,MM,Reasoning,Diagnosis,Integumentary,884,123,1016,139,206,248,217,259
MM-1745,MM,Reasoning,Diagnosis,Digestive,528,83,685,107,114,155,115,156
MM-1746,MM,Reasoning,Diagnosis,Respiratory,1028,156,1225,186,224,280,226,282
MM-1747,MM,Reasoning,Treatment,Skeletal,468,73,694,109,106,167,107,168
MM-1748,MM,Reasoning,Diagnosis,Cardiovascular,1206,177,1362,196,353,403,380,430
MM-1749,MM,Reasoning,Treatment,Nervous,878,127,971,140,217,250,225,258
MM-1750,MM,Reasoning,Diagnosis,Urinary,367,50,510,69,84,127,84,127
MM-1751,MM,Understanding,Diagnosis,Digestive,528,85,588,100,118,143,121,146
MM-1752,MM,Reasoning,Diagnosis,Skeletal,258,35,418,55,71,122,71,122
MM-1753,MM,Reasoning,Diagnosis,Respiratory,1118,151,1392,188,228,286,237,295
MM-1754,MM,Reasoning,Diagnosis,Digestive,581,78,709,95,142,178,145,181
MM-1755,MM,Reasoning,Treatment,Nervous,1088,147,1272,167,213,259,213,259
MM-1756,MM,Reasoning,Diagnosis,Digestive,452,68,671,102,112,178,114,181
MM-1757,MM,Reasoning,Diagnosis,Urinary,1068,147,1322,181,236,302,244,310
MM-1758,MM,Understanding,Diagnosis,Nervous,295,40,430,58,68,109,68,109
MM-1759,MM,Understanding,Diagnosis,Nervous,135,19,227,32,49,90,49,90
MM-1760,MM,Understanding,Diagnosis,Integumentary,808,117,936,137,189,226,199,236
MM-1761,MM,Reasoning,Basic Science,Urinary,978,141,1295,190,203,275,211,284
MM-1762,MM,Reasoning,Treatment,Digestive,909,135,989,146,216,249,225,258
MM-1763,MM,Understanding,Diagnosis,Skeletal,1148,157,1643,212,232,339,233,340
MM-1764,MM,Reasoning,Diagnosis,Nervous,256,34,367,48,63,100,63,100
MM-1765,MM,Understanding,Diagnosis,Lymphatic,359,50,530,74,97,153,98,154
MM-1766,MM,Reasoning,Diagnosis,Skeletal,930,148,1085,172,201,248,206,253
MM-1767,MM,Reasoning,Diagnosis,Reproductive,1079,156,1206,174,244,285,252,293
MM-1768,MM,Reasoning,Diagnosis,Cardiovascular,1059,148,1183,167,228,264,238,274
MM-1769,MM,Reasoning,Treatment,Muscular,894,138,1029,163,220,278,228,291
MM-1770,MM,Understanding,Diagnosis,Urinary,588,92,692,108,132,168,133,169
MM-1771,MM,Reasoning,Basic Science,Skeletal,447,68,502,83,107,132,108,133
MM-1772,MM,Reasoning,Diagnosis,Skeletal,920,136,1189,172,210,280,217,287
MM-1773,MM,Understanding,Basic Science,Integumentary,464,68,550,79,114,153,115,154
MM-1774,MM,Reasoning,Diagnosis,Nervous,372,55,533,77,92,139,93,140
MM-1775,MM,Understanding,Basic Science,Skeletal,413,64,475,76,96,124,96,124
MM-1776,MM,Reasoning,Diagnosis,Reproductive,1373,210,1597,245,310,365,322,377
MM-1777,MM,Reasoning,Treatment,Digestive,215,30,312,45,50,79,51,80
MM-1778,MM,Understanding,Diagnosis,Skeletal,819,118,910,132,179,215,180,216
MM-1779,MM,Understanding,Diagnosis,Endocrine,254,36,417,59,68,120,68,120
MM-1780,MM,Reasoning,Diagnosis,Respiratory,179,24,301,40,52,94,52,94
MM-1781,MM,Understanding,Diagnosis,Nervous,205,27,319,42,54,94,54,94
MM-1782,MM,Understanding,Diagnosis,Integumentary,189,26,280,39,49,82,49,82
MM-1783,MM,Understanding,Diagnosis,Skeletal,213,38,273,53,57,82,57,82
MM-1784,MM,Understanding,Diagnosis,Nervous,276,37,384,51,76,115,76,115
MM-1785,MM,Reasoning,Diagnosis,Lymphatic,1029,152,1107,166,234,268,244,278
MM-1786,MM,Reasoning,Treatment,Skeletal,462,73,601,97,96,134,97,135
MM-1787,MM,Understanding,Diagnosis,Cardiovascular,175,24,271,36,55,93,56,94
MM-1788,MM,Reasoning,Diagnosis,Integumentary,871,135,1032,156,206,256,213,263
MM-1789,MM,Understanding,Basic Science,Urinary,614,91,726,106,132,171,133,172
MM-1790,MM,Understanding,Diagnosis,Integumentary,976,150,1110,169,233,280,244,291
MM-1791,MM,Reasoning,Diagnosis,Digestive,199,28,329,45,69,119,69,119
MM-1792,MM,Reasoning,Basic Science,Cardiovascular,498,82,523,92,123,143,125,145
MM-1793,MM,Reasoning,Treatment,Cardiovascular,796,113,880,124,186,219,196,229
MM-1794,MM,Reasoning,Diagnosis,Cardiovascular,380,57,512,77,95,140,95,140
MM-1795,MM,Understanding,Diagnosis,Digestive,201,27,312,42,53,92,53,92
MM-1796,MM,Reasoning,Treatment,Respiratory,264,38,378,52,66,101,66,100
MM-1797,MM,Reasoning,Diagnosis,Lymphatic,910,128,1056,145,214,262,223,271
MM-1798,MM,Reasoning,Diagnosis,Nervous,912,139,1068,161,210,258,213,261
MM-1799,MM,Reasoning,Treatment,Skeletal,1104,156,1218,171,266,307,283,324
MM-1800,MM,Reasoning,Diagnosis,Skeletal,754,117,1205,187,162,263,163,264
MM-1801,MM,Reasoning,Diagnosis,Cardiovascular,708,116,733,126,154,174,157,177
MM-1802,MM,Understanding,Basic Science,Skeletal,219,28,319,41,57,95,57,95
MM-1803,MM,Understanding,Diagnosis,Integumentary,177,26,279,41,41,69,41,69
MM-1804,MM,Understanding,Diagnosis,Skeletal,286,49,346,64,67,92,67,92
MM-1805,MM,Reasoning,Diagnosis,Reproductive,183,33,223,45,47,69,47,69
MM-1806,MM,Reasoning,Diagnosis,Respiratory,193,29,276,43,52,83,52,83
MM-1807,MM,Reasoning,Diagnosis,Reproductive,210,33,277,44,60,91,61,92
MM-1808,MM,Reasoning,Diagnosis,Nervous,469,67,494,77,105,130,107,132
MM-1809,MM,Understanding,Diagnosis,Skeletal,258,41,318,56,59,84,59,84
MM-1810,MM,Reasoning,Basic Science,Lymphatic,735,114,775,124,168,193,181,211
MM-1811,MM,Reasoning,Diagnosis,Respiratory,324,49,417,62,83,118,84,119
MM-1812,MM,Reasoning,Diagnosis,Cardiovascular,159,26,257,43,40,68,40,68
MM-1813,MM,Reasoning,Diagnosis,Skeletal,1555,269,2421,434,401,656,402,657
MM-1814,MM,Understanding,Diagnosis,Integumentary,200,28,306,43,57,98,57,98
MM-1815,MM,Reasoning,Basic Science,Nervous,499,86,524,96,117,137,118,138
MM-1816,MM,Understanding,Diagnosis,Digestive,1216,186,1314,199,335,378,354,397
MM-1817,MM,Understanding,Basic Science,Integumentary,374,62,434,72,107,137,107,137
MM-1818,MM,Reasoning,Diagnosis,Nervous,731,121,836,136,173,211,173,211
MM-1819,MM,Reasoning,Treatment,Skeletal,481,78,653,107,117,170,118,171
MM-1820,MM,Reasoning,Diagnosis,Reproductive,962,156,1141,186,229,275,243,290
MM-1821,MM,Reasoning,Treatment,Urinary,963,158,1756,293,185,345,188,351
MM-1822,MM,Reasoning,Basic Science,Skeletal,912,135,1053,160,194,239,202,247
MM-1823,MM,Reasoning,Diagnosis,Skeletal,521,79,765,113,120,184,121,185
MM-1824,MM,Reasoning,Diagnosis,Cardiovascular,308,42,439,58,80,123,80,123
MM-1825,MM,Reasoning,Diagnosis,Integumentary,437,68,594,92,101,148,102,149
MM-1826,MM,Reasoning,Basic Science,Cardiovascular,246,33,359,48,62,98,62,98
MM-1827,MM,Reasoning,Diagnosis,Skeletal,1171,183,1498,229,240,310,241,311
MM-1828,MM,Understanding,Basic Science,Skeletal,180,35,205,45,58,83,58,83
MM-1829,MM,Reasoning,Diagnosis,Nervous,883,132,973,147,186,221,189,225
MM-1830,MM,Reasoning,Diagnosis,Respiratory,770,110,900,126,170,210,177,217
MM-1831,MM,Understanding,Diagnosis,Respiratory,199,29,287,40,60,100,60,100
MM-1832,MM,Reasoning,Basic Science,Lymphatic,816,120,1015,150,172,230,174,233
MM-1833,MM,Understanding,Basic Science,Respiratory,238,36,374,58,66,113,66,113
MM-1834,MM,Reasoning,Diagnosis,Digestive,892,129,947,144,194,219,202,227
MM-1835,MM,Reasoning,Diagnosis,Integumentary,988,140,1177,165,203,246,203,246
MM-1836,MM,Understanding,Basic Science,Digestive,370,61,409,71,89,110,90,111
MM-1837,MM,Reasoning,Diagnosis,Respiratory,1029,162,1105,175,294,320,313,339
MM-1838,MM,Understanding,Diagnosis,Digestive,192,28,274,39,53,86,53,86
MM-1839,MM,Reasoning,Diagnosis,Respiratory,587,92,666,104,133,167,134,168
MM-1840,MM,Reasoning,Treatment,Skeletal,907,142,1166,185,215,289,216,290
MM-1841,MM,Reasoning,Basic Science,Skeletal,507,72,598,84,109,138,110,139
MM-1842,MM,Reasoning,Diagnosis,Respiratory,139,20,227,33,39,69,39,69
MM-1843,MM,Reasoning,Treatment,Nervous,921,135,1202,176,190,253,191,254
MM-1844,MM,Reasoning,Treatment,Skeletal,675,103,1050,161,134,212,135,213
MM-1845,MM,Reasoning,Diagnosis,Nervous,263,36,399,55,64,101,65,102
MM-1846,MM,Reasoning,Diagnosis,Respiratory,1055,177,1146,192,262,298,273,309
MM-1847,MM,Reasoning,Basic Science,Endocrine,567,91,622,106,139,169,144,174
MM-1848,MM,Understanding,Diagnosis,Respiratory,174,24,293,40,55,100,55,100
MM-1849,MM,Reasoning,Diagnosis,Skeletal,303,41,421,56,76,119,77,120
MM-1850,MM,Reasoning,Diagnosis,Cardiovascular,990,144,1200,173,226,286,235,295
MM-1851,MM,Understanding,Diagnosis,Respiratory,205,30,301,42,62,102,62,102
MM-1852,MM,Understanding,Treatment,Integumentary,1034,153,1155,168,234,271,242,279
MM-1853,MM,Reasoning,Treatment,Reproductive,837,125,1008,151,178,230,181,233
MM-1854,MM,Reasoning,Treatment,Cardiovascular,1059,159,1139,170,255,294,260,299
MM-1855,MM,Understanding,Diagnosis,Skeletal,202,33,262,48,50,75,50,75
MM-1856,MM,Reasoning,Diagnosis,Cardiovascular,255,33,368,48,60,98,60,98
MM-1857,MM,Reasoning,Treatment,Skeletal,688,107,871,134,148,198,150,201
MM-1858,MM,Reasoning,Diagnosis,Cardiovascular,563,85,749,116,127,178,128,179
MM-1859,MM,Reasoning,Basic Science,Skeletal,250,42,310,57,56,81,56,81
MM-1860,MM,Reasoning,Diagnosis,Respiratory,1073,164,1174,177,248,285,258,295
MM-1861,MM,Reasoning,Treatment,Reproductive,667,103,752,115,159,193,162,196
MM-1862,MM,Reasoning,Diagnosis,Respiratory,298,40,418,55,74,113,75,114
MM-1863,MM,Reasoning,Diagnosis,Integumentary,218,30,293,42,53,85,53,85
MM-1864,MM,Reasoning,Basic Science,Skeletal,475,72,738,113,105,165,105,165
MM-1865,MM,Reasoning,Treatment,Cardiovascular,1174,175,1279,190,317,352,334,369
MM-1866,MM,Reasoning,Diagnosis,Endocrine,1044,151,1124,166,233,268,242,277
MM-1867,MM,Reasoning,Diagnosis,Endocrine,1022,138,1189,157,224,271,233,280
MM-1868,MM,Reasoning,Treatment,Skeletal,730,105,931,129,151,196,152,197
MM-1869,MM,Understanding,Diagnosis,Cardiovascular,1097,169,1342,207,237,299,240,302
MM-1870,MM,Reasoning,Diagnosis,Lymphatic,462,66,659,90,128,195,132,199
MM-1871,MM,Understanding,Diagnosis,Cardiovascular,214,26,329,39,54,89,54,89
MM-1872,MM,Reasoning,Diagnosis,Digestive,494,69,638,89,116,167,117,168
MM-1873,MM,Reasoning,Treatment,Respiratory,1071,152,1385,184,235,304,235,304
MM-1874,MM,Reasoning,Basic Science,Respiratory,919,137,974,152,214,239,221,246
MM-1875,MM,Understanding,Basic Science,Nervous,482,65,655,87,111,159,112,160
MM-1876,MM,Reasoning,Basic Science,Reproductive,250,43,290,55,64,86,66,88
MM-1877,MM,Understanding,Diagnosis,Nervous,304,42,406,55,75,113,76,114
MM-1878,MM,Reasoning,Diagnosis,Nervous,986,158,1094,174,221,256,228,263
MM-1879,MM,Understanding,Treatment,Reproductive,295,47,398,62,72,101,73,102
MM-1880,MM,Reasoning,Treatment,Cardiovascular,791,118,901,134,201,241,212,252
MM-1881,MM,Reasoning,Basic Science,Skeletal,227,39,287,54,52,77,52,77
MM-1882,MM,Reasoning,Diagnosis,Muscular,473,77,533,92,108,133,109,134
MM-1883,MM,Reasoning,Treatment,Skeletal,621,100,876,141,130,187,131,188
MM-1884,MM,Reasoning,Diagnosis,Reproductive,756,111,903,132,178,221,188,231
MM-1885,MM,Reasoning,Basic Science,Respiratory,618,92,701,103,140,175,142,177
MM-1886,MM,Reasoning,Treatment,Respiratory,1457,230,1728,271,335,397,355,417
MM-1887,MM,Understanding,Diagnosis,Integumentary,946,152,1116,179,221,268,228,275
MM-1888,MM,Understanding,Diagnosis,Lymphatic,355,51,447,63,80,111,81,112
MM-1889,MM,Reasoning,Diagnosis,Skeletal,250,35,346,49,64,100,65,101
MM-1890,MM,Reasoning,Treatment,Lymphatic,637,95,711,105,156,191,156,191
MM-1891,MM,Reasoning,Diagnosis,Respiratory,1105,174,1255,198,255,301,264,310
MM-1892,MM,Reasoning,Treatment,Skeletal,588,86,856,124,130,193,131,194
MM-1893,MM,Reasoning,Diagnosis,Skeletal,271,42,370,57,74,111,75,113
MM-1894,MM,Reasoning,Diagnosis,Reproductive,1014,155,1121,170,227,270,229,272
MM-1895,MM,Understanding,Basic Science,Skeletal,605,96,677,107,149,184,150,185
MM-1896,MM,Understanding,Basic Science,Skeletal,207,38,267,53,54,79,54,79
MM-1897,MM,Understanding,Basic Science,Skeletal,469,67,577,82,102,130,107,135
MM-1898,MM,Understanding,Diagnosis,Lymphatic,860,123,1002,141,198,243,207,253
MM-1899,MM,Understanding,Treatment,Integumentary,171,32,231,47,49,74,49,74
MM-1900,MM,Reasoning,Treatment,Digestive,944,138,1120,159,197,241,198,242
MM-1901,MM,Reasoning,Basic Science,Digestive,738,119,1046,179,165,250,166,251
MM-1902,MM,Reasoning,Diagnosis,Lymphatic,723,112,877,131,179,225,180,226
MM-1903,MM,Reasoning,Diagnosis,Nervous,857,121,1023,140,189,232,198,241
MM-1904,MM,Reasoning,Treatment,Nervous,1145,183,1296,204,295,343,312,360
MM-1905,MM,Understanding,Diagnosis,Integumentary,288,42,374,55,72,104,73,105
MM-1906,MM,Reasoning,Treatment,Skeletal,552,84,818,121,137,212,137,212
MM-1907,MM,Reasoning,Diagnosis,Cardiovascular,869,130,1032,150,198,241,202,245
MM-1908,MM,Understanding,Diagnosis,Nervous,232,32,364,49,63,108,63,108
MM-1909,MM,Understanding,Diagnosis,Integumentary,241,33,387,52,61,106,61,106
MM-1910,MM,Reasoning,Diagnosis,Nervous,1010,154,1156,173,239,284,248,293
MM-1911,MM,Understanding,Diagnosis,Skeletal,162,23,269,38,49,88,49,88
MM-1912,MM,Reasoning,Diagnosis,Respiratory,223,27,350,42,58,101,58,101
MM-1913,MM,Understanding,Diagnosis,Digestive,179,26,283,41,50,87,50,87
MM-1914,MM,Reasoning,Diagnosis,Cardiovascular,1185,169,1489,211,264,332,271,339
MM-1915,MM,Reasoning,Diagnosis,Cardiovascular,718,111,778,126,162,187,165,190
MM-1916,MM,Reasoning,Diagnosis,Digestive,344,52,442,67,81,116,82,117
MM-1917,MM,Understanding,Treatment,Cardiovascular,902,133,987,147,249,281,266,299
MM-1918,MM,Reasoning,Diagnosis,Skeletal,615,98,640,108,133,153,135,155
MM-1919,MM,Understanding,Basic Science,Integumentary,1034,166,1361,213,222,298,223,299
MM-1920,MM,Understanding,Basic Science,Lymphatic,1175,166,1305,182,277,318,289,330
MM-1921,MM,Reasoning,Basic Science,Nervous,466,78,609,105,113,156,113,156
MM-1922,MM,Reasoning,Treatment,Nervous,843,124,1028,148,211,281,220,290
MM-1923,MM,Reasoning,Diagnosis,Skeletal,320,51,452,72,76,115,77,116
MM-1924,MM,Reasoning,Diagnosis,Urinary,583,89,681,104,130,162,132,164
MM-1925,MM,Understanding,Diagnosis,Integumentary,191,26,289,39,54,90,55,91
MM-1926,MM,Reasoning,Diagnosis,Digestive,162,21,281,36,53,98,53,98
MM-1927,MM,Understanding,Diagnosis,Skeletal,373,56,438,66,85,113,86,114
MM-1928,MM,Understanding,Treatment,Skeletal,225,38,285,53,52,77,52,77
MM-1929,MM,Understanding,Diagnosis,Urinary,480,74,556,87,108,138,109,139
MM-1930,MM,Reasoning,Diagnosis,Cardiovascular,828,126,973,148,192,236,201,245
