qid,file,body_system,question_type,medical_task,format,mode,width,height,area_px,aspect,filesize,is_gray,md5,phash
MM-383,MM-383-c.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1230,894,1099620,1.3758,305431,False,c86eff2d45baf0b3e46986cfab0408f2,ea34b2c969a6e649
MM-383,MM-383-d.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1230,898,1104540,1.3697,252361,False,05f340718702ac4450925bf8bb1b332d,b36648ca31f81e57
MM-383,MM-383-e.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1162,196,227752,5.9286,47391,True,8b5f86aa2fcd874476eb0e1440530a7d,ff7f7a5cf0808880
MM-384,MM-384-a.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,L,450,320,144000,1.4062,36462,True,f23d18773a432ec6307ecb78160ecf5b,8a8e2e68f9d90567
MM-385,MM-385-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,564,450,253800,1.2533,35097,True,60d88c5d48977aeea766aa4416a537af,93646d921b6d6699
MM-386,MM-386-a.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,520,441,229320,1.1791,25852,True,82c81fdc087affb8bd1ec3bcb8250cb8,85e14ba55ae5136d
MM-387,MM-387-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,999,749,748251,1.3338,55747,True,d22c512d874a6581411b959dfe0d9a27,96c64fd22c9b31c9
MM-388,MM-388-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,L,788,1000,788000,0.788,82991,True,aac9e31d197ace6d9a6fbcf8291fe043,d1b102d20fce7dca
MM-389,MM-389-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,600,450,270000,1.3333,14087,True,9ac6399c0d72232bae87d309e6a18094,989266599a9ced66
MM-389,MM-389-b.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,600,450,270000,1.3333,15082,True,1477afd99443f44f68e6423bd50bf6dc,9acc32198ccfc733
MM-390,MM-390-a.jpeg,Endocrine,Reasoning,Basic Science,JPEG,RGB,293,192,56256,1.526,8687,True,246bd9b12c43e740d4f767dac49412ae,c5b483427ccf74d8
MM-390,MM-390-b.jpeg,Endocrine,Reasoning,Basic Science,JPEG,RGB,292,195,56940,1.4974,17837,False,01d5b4d91a0888762c9f7749452c32e5,d4c969b65489caea
MM-391,MM-391-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,510,512,261120,0.9961,43014,True,85bc8b92e8b93d8c8bea69e0d8017c5d,9bc4f461c549c6c7
MM-392,MM-392-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1386,1036,1435896,1.3378,639360,True,4fa91719adaaf63ea3358bae0a4f3ae5,d3b988e256d988ae
MM-393,MM-393-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,L,950,1000,950000,0.95,96035,True,7a527383da58125441477a962852768d,9dbb2ab26722b161
MM-394,MM-394-a.jpeg,Respiratory,Understanding,Basic Science,JPEG,RGB,1500,966,1449000,1.5528,417310,True,c23190787337aaf023e6324c49acef9f,b91b06c97ea4b931
MM-395,MM-395-a.jpeg,Digestive,Understanding,Treatment,JPEG,RGB,1500,1308,1962000,1.1468,481260,False,85ec969a2dbb34ef0f6118787bd643fc,f80bc3308967caf3
MM-396,MM-396-a.png,Nervous,Understanding,Basic Science,PNG,RGBA,916,771,706236,1.1881,561832,False,7dbd4c8adf5b2aaa8c27a249ac992aa3,ee32e1d895629669
MM-397,MM-397-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,1280,1018,1303040,1.2574,300965,True,887813dc4720597d1d9dfb734d57d506,8c2d9592431f1fc7
MM-398,MM-398-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,843,1264500,1.7794,106091,False,78ed205a6cddab9d02eb2488454025c3,83c76d3c98636c72
MM-399,MM-399-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,L,1039,1000,1039000,1.039,73470,True,44792f6561d92d3581185a8e205ad2e2,afb4c24bd44ae45c
MM-400,MM-400-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,452,336,151872,1.3452,149884,True,e15ea107e909098d1545366932cea551,d1913f8609ce4f69
MM-400,MM-400-b.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,492,430,211560,1.1442,189806,True,4a1126b6d3e0e2b56332ece89e21e967,8085f8be6b9aa4ab
MM-401,MM-401-a.jpeg,Urinary,Reasoning,Diagnosis,JPEG,RGB,479,269,128851,1.7807,12895,True,c0b69ca431ffb1c3e0e3436d5036bbba,cd32361931db33cc
MM-401,MM-401-b.jpeg,Urinary,Reasoning,Diagnosis,JPEG,RGB,472,266,125552,1.7744,8730,True,08dfe7e919c6ba1ccf36189a8b486507,99656692cfcc3833
MM-402,MM-402-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,779,171,133209,4.5556,21567,False,f072486c7252109e24077fea36206bd4,aaba3fc07f3540e0
MM-403,MM-403-a.jpeg,Urinary,Reasoning,Diagnosis,JPEG,RGB,269,182,48958,1.478,19425,False,90ef40104822d3dd015eb11fa17efd17,a852edd460d0f8f6
MM-404,MM-404-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,304,450,136800,0.6756,126749,True,20b02104a5575ce98f065f5ca38eddcb,cd3be18e30273ec1
MM-404,MM-404-b.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,296,450,133200,0.6578,131632,True,765256f3165377e202bb4ded05d34f10,c76361986ea4bac3
MM-404,MM-404-c.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,195,400,78000,0.4875,29600,True,cb30666ca2e1a8c0a6bac9f92d8b4827,994b299155ac5e6b
MM-404,MM-404-d.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,304,467,141968,0.651,22011,True,a2539e6d943345114b6b52fa8530f1e4,804f7ba915705eab
MM-405,MM-405-a.jpeg,Integumentary,Reasoning,Treatment,JPEG,RGB,901,1000,901000,0.901,168228,False,1103942f70249bd393ac5e96fa84c8ae,b14b3a3e3fb464c0
MM-406,MM-406-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,335,268,89780,1.25,18341,True,a774c87868a4081eea7e03d30d90f007,9cc9b461ce394b96
MM-406,MM-406-b.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,338,271,91598,1.2472,16713,True,f77263dc5edb6ca5d162bec471f42854,9ce53263ce39e096
MM-407,MM-407-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,772,931,718732,0.8292,245683,True,58b3b675e54f29ce55b6b57d9aff158e,aec5959c91a3ce98
MM-408,MM-408-a.jpeg,Digestive,Reasoning,Basic Science,JPEG,RGB,546,422,230412,1.2938,32039,False,7d82dc78766165955e18f65c92ca9e9e,9578536666371c2d
MM-409,MM-409-a.jpeg,Muscular,Reasoning,Basic Science,JPEG,L,1127,1127,1270129,1.0,80501,True,4f2d7aef6311b9d99b556dff71032f8d,841ff8b6659886cd
MM-410,MM-410-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,415,500,207500,0.83,77570,True,98525304b3f722088785373b8964e69e,c1e1789e8f674994
MM-411,MM-411-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1182,1158,1368756,1.0207,235253,True,ca68317cec2fe278e7c0d67124fc4f84,81db7eaa618544be
MM-411,MM-411-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1024,930,952320,1.1011,175068,True,6bba6c7a9d937a67ebda5e7d7357b800,91d15f962a9c4da5
MM-412,MM-412-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1498,2247000,1.0013,1547440,False,267fc0db207c28eb867dce1f07b42115,919d5a592f4b6d24
MM-413,MM-413-a.jpeg,Integumentary,Understanding,Treatment,JPEG,RGB,1333,1000,1333000,1.333,202904,False,900e7e7923079777c790a147ee99badb,98fad8547c29309f
MM-414,MM-414-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1133,1699500,1.3239,603256,False,1991bb2cdb4d5ace33e5f15a6fe22d96,bfc0e019e437c07e
MM-415,MM-415-a.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,444,1500,666000,0.296,86885,False,0d7bdfcb193f39a43f92705211effc09,99cc641724377375
MM-415,MM-415-b.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,1178,1395,1643310,0.8444,358014,False,6c3c7a703de8aa141a8bc47fb0b24c93,97bc63ce30633ac1
MM-416,MM-416-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,268,305,81740,0.8787,12093,True,c7a352369a757f8ec4a9d6d7d55331e7,8c0d4f0f5b4e742d
MM-417,MM-417-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,560,420,235200,1.3333,23002,True,68f67b52a8f0ab5b10202b75a3db084b,db69a6868293b1d6
MM-418,MM-418-a.png,Cardiovascular,Reasoning,Basic Science,PNG,RGB,1152,724,834048,1.5912,35591,True,30c8232d7deffba49cfd65572e92d32c,f9b6c2cd846c303b
MM-419,MM-419-a.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,293,303,88779,0.967,205164,False,617066ecb2cb919283d63959f0b7f29b,fa7ae16161859687
MM-420,MM-420-a.jpeg,Digestive,Reasoning,Basic Science,JPEG,RGB,324,274,88776,1.1825,9145,False,b97c540054c8025a71ea3cfbc2696bb9,e848836bf3c599a6
MM-420,MM-420-b.png,Digestive,Reasoning,Basic Science,PNG,P,344,272,93568,1.2647,62653,False,1a1b69734f5c3d3001acec3ee12d0925,fa92c5e2978d94c4
MM-421,MM-421-a.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,338,188,63544,1.7979,13949,False,3e7c598e57dbfb96a37fa64fe4280bd2,e0ca93a5a58ecad3
MM-421,MM-421-b.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,198,202,39996,0.9802,2962,True,9f53a4de4b8d334d448e9288947b399a,b8694716ca19bde2
MM-422,MM-422-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,666,493,328338,1.3509,26293,True,b83c2cac979d64255d93892bca5bfb6b,db65141f151fc11e
MM-423,MM-423-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1499,1129,1692371,1.3277,406767,False,8af46c1c05682503e7ff9ee978f4e5b9,e148786aeeeae8a8
MM-423,MM-423-b.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,800,600,480000,1.3333,212460,False,7027e7a971f2820a1ae545433dd47db1,c5629999d4692f93
MM-423,MM-423-c.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1242,1499,1861758,0.8286,434790,False,2b96facad3647f8c59b82ba827eba31d,fde8e0a7a0b584d2
MM-423,MM-423-d.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,800,533,426400,1.5009,174892,False,4df1a13ec8142587b3312aeb217afc46,e143c30d3fc2a3f2
MM-423,MM-423-e.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,596,394,234824,1.5127,372431,False,9a81877b6832765e86f388e5f344f064,9cc6721dc6b99a8a
MM-424,MM-424-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1483,2224500,1.0115,1529803,False,5ad9086be22ae48f4af77bddeedc58a5,e56127866a969e1d
MM-425,MM-425-a.jpeg,Lymphatic,Understanding,Diagnosis,JPEG,RGB,266,200,53200,1.33,25597,False,89abe01e01a4b506caab96e1406eb146,87c07f037f00387f
MM-426,MM-426-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,211,500,105500,0.422,75988,True,7a85996a73cbe7c96e0178b83715486a,d5d4fe5a2e03125a
MM-427,MM-427-a.jpeg,Urinary,Reasoning,Diagnosis,JPEG,RGB,720,540,388800,1.3333,51628,True,0c9ae42c9bd72465e5d68889b3139d74,a387dc8fc8de9428
MM-428,MM-428-a.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,340,346,117640,0.9827,22081,True,f40b52d47bfe55b4da01f00093954cde,bb389c8ec64ba552
MM-429,MM-429-a.png,Digestive,Understanding,Basic Science,PNG,P,256,256,65536,1.0,40388,False,e7f1bb924de3fd78406e0c61c463d683,fc2141d704cfc47e
MM-429,MM-429-b.png,Digestive,Understanding,Basic Science,PNG,P,326,218,71068,1.4954,70741,False,636b1d58e26215a1cd7dcfa2d787c520,d9047efa14553e32
MM-430,MM-430-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,634,996,631464,0.6365,59407,True,f58ffad0814a8e4ac72bc0e15f6ea89e,81683a0f8bed8f2d
MM-430,MM-430-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,225,450,101250,0.5,11583,False,41ed257930c51c259721a537bc769753,efafd4d0c082d683
MM-431,MM-431-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,450,105,47250,4.2857,25497,False,0f91014f94a2fc8c474beabeedc47447,886ab791eced9017
MM-432,MM-432-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,500,375,187500,1.3333,231118,True,cec1f304ddc670b639bd1dc00599c1cd,d51667867d0afc88
MM-433,MM-433-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,600,450,270000,1.3333,24506,False,aaf39bce9764af7aea96b81ca646de5e,92d1399cc7636333
MM-433,MM-433-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,600,450,270000,1.3333,10915,True,a5ebaf63748c0b2f80dfb8f36e7ca1b2,cece336630cccccc
MM-434,MM-434-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,872,1308000,1.7202,790046,False,851c98f01ab23f2fe5cab0fdca1cc7e5,961c7e3ec54103f5
MM-435,MM-435-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1061,1591500,1.4138,710404,False,69e2809ce7a7b2f345dff93612bf5fd3,85946bfb996a0276
MM-436,MM-436-a.jpeg,Urinary,Understanding,Basic Science,JPEG,RGB,890,558,496620,1.595,78538,True,9004e637f788b6c400cb1e8670952e23,c4e33b3e32c0646f
MM-437,MM-437-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1685,2527500,0.8902,1726239,False,e573777e28933808dc431a0e295b76b2,b3ab918ce4e52a59
MM-438,MM-438-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1500,1125,1687500,1.3333,67690,True,303e957e6a42f3fa1197aa3123bcc728,97392dd64aa1b159
MM-439,MM-439-a.jpeg,Other / NA,Understanding,Basic Science,JPEG,RGB,352,288,101376,1.2222,44748,False,6a391d291aef68af096a3c9e9817c34e,aa5f857f807c8370
MM-440,MM-440-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,351,340,119340,1.0324,18481,False,b9691422054a2dfe6b9783a1b9c89e2a,adcac425c3e48fb4
MM-441,MM-441-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,300,187,56100,1.6043,113859,False,dd34cddcc0da47742a1d3a30e71f4410,d17139d0cc6ad61d
MM-442,MM-442-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,1200,562,674400,2.1352,155917,True,0e6275dad8326f06d44adb58b0b21719,e55a99ed108b1aec
MM-443,MM-443-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1306,542,707852,2.4096,179331,False,279bb61034028bd61a46de2c6f7f306c,ecc69399e980c57a
MM-444,MM-444-a.jpeg,Urinary,Reasoning,Basic Science,JPEG,L,630,508,320040,1.2402,80409,True,5665878851a34de732d9726aa02ea0e3,d4f53d2d43340cce
MM-445,MM-445-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,861,606,521766,1.4208,41863,False,80678e8f0a32f8911270d88137c87720,afe0d21e34b2616e
MM-446,MM-446-a.png,Skeletal,Reasoning,Diagnosis,PNG,RGBA,432,400,172800,1.08,111220,True,a39677d15293251023eecb9c71510897,c2b66a4ed4c5c1da
MM-447,MM-447-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1500,537,805500,2.7933,248053,True,83a5a3a69c8b6f22e29dfe3bc25749ad,e10ff6a1cd84c94e
MM-448,MM-448-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,1441,1000,1441000,1.441,96506,False,118590814b44d1e2f75f58ce95a96637,fac66a7b488c6c31
MM-449,MM-449-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,1500,1067,1600500,1.4058,569719,False,a63950f8caa10608b394443ea02ecc36,ac6971a48595de9a
MM-450,MM-450-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1500,1080,1620000,1.3889,335273,True,cb08835615920cabc32688d5ad41492e,ddf9b018e30ee30c
MM-451,MM-451-a.png,Cardiovascular,Reasoning,Treatment,PNG,P,2082,1214,2527548,1.715,222288,True,1ab28ca6e0dce68bc11aa7e36476d905,ccb1b3c0b3c06dba
MM-452,MM-452-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,288,216,62208,1.3333,8909,False,7c5df7b10326f19f39de4376e837403c,ad68d237c172636a
MM-453,MM-453-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,362,450,162900,0.8044,13112,True,d80389cbc1677eb2fef79d09fa300ad8,823d6a70c0d5df95
MM-453,MM-453-b.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,600,450,270000,1.3333,225572,True,fa868cdc325eebba5f14172b4cc86416,c1c615ac6e576b1a
MM-453,MM-453-c.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,600,450,270000,1.3333,207752,True,919b8755faf17e0cefeac09c334c2840,cd72152e16292aef
MM-453,MM-453-d.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,600,450,270000,1.3333,615983,False,d2d4331adb41c3bd51a84f12533fa99b,94a377642cbd584b
MM-454,MM-454-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,262,450,117900,0.5822,164111,True,746c84eaf08c25f92c50720e3039fb17,cff26229b2b2a929
MM-454,MM-454-b.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,267,450,120150,0.5933,84131,True,16a5b98064a2a21856dcaf503617b6fc,cbd866e6983926c6
MM-455,MM-455-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1427,2140500,1.0512,1881854,False,a5cd868f8f55b90248226d0734afe163,8b2f58e052c93737
MM-456,MM-456-a.jpeg,Other / NA,Understanding,Basic Science,PNG,RGBA,600,450,270000,1.3333,70109,True,0c02545a6fa9a7e17c22d3772d5de053,a1bcf209c6f7ce01
MM-457,MM-457-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,257,450,115650,0.5711,111665,True,1c81c2dd2d13a24d8e67d4d520cabaca,d9cce6d391999099
MM-457,MM-457-b.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,665,450,299250,1.4778,785169,False,a2037ec4bdc72c30475fed2d85459026,d0f5c5dc919499b1
MM-458,MM-458-a.jpeg,Muscular,Understanding,Basic Science,PNG,RGBA,590,450,265500,1.3111,735514,False,c865c9b916ba5406fa171c27240e882c,928c0387df733e58
MM-458,MM-458-b.jpeg,Muscular,Understanding,Basic Science,PNG,RGBA,463,450,208350,1.0289,533640,False,cb8f5fba3ff7d82503e49d1501652b07,d4d46a0c7913e72d
MM-458,MM-458-c.jpeg,Muscular,Understanding,Basic Science,PNG,RGBA,600,450,270000,1.3333,717828,False,765767f346a8795cc717d14e58045266,aa52a7ca1c689e6b
MM-459,MM-459-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,634,346,219364,1.8324,31033,False,000c43f5d62fe72b336f1fc0982c5a6d,f25b723bc80bd5c0
MM-460,MM-460-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,1500,1138,1707000,1.3181,514679,False,7ae8d1b045c7c9b63ab81c9adc1c6793,a3d848b7c1e4c33d
MM-461,MM-461-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1500,1723,2584500,0.8706,142097,True,122ba1a8bb0ce6cad9e27c3e56ec69e0,bd9ac2c4493299cf
MM-462,MM-462-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,500,375,187500,1.3333,241589,False,f5dfa2b3911cabf5556dba2b1f71315f,eb1a943d8dc1613e
MM-463,MM-463-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1500,2492,3738000,0.6019,480414,True,1297f67b404880d9435f25d66c343cdd,dcb5629439ca66c6
MM-464,MM-464-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,256,500,128000,0.512,91835,True,242322aceee0f77feaf85f07d1b3959e,c80fe5926cc117f9
MM-465,MM-465-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1500,974,1461000,1.54,125040,True,10781e96c46aa97390eca1025c868124,c1783b0f3ce5e072
MM-465,MM-465-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1500,974,1461000,1.54,71600,True,47fbde9cae6f8e457e0ac5a87b86a069,c76733cc30996c36
MM-466,MM-466-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1699,2548500,0.8829,300154,True,f8c072edbbc4f590ee25ec0146673099,9f4a4aadbd85e814
MM-467,MM-467-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,362,308,111496,1.1753,5884,False,5e98cdd83c6a48559321177644114c18,817803771d31fdac
MM-468,MM-468-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1500,758,1137000,1.9789,498578,True,98b7dc0d85e5e8510d115005ad099024,ad335aaaaa8f2934
MM-469,MM-469-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,795,623,495285,1.2761,97015,False,d62201e0c0667aaa936be0dc3d918244,e7989c347cdb7088
MM-470,MM-470-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,615,709,436035,0.8674,46486,True,c5b25cb4f9982f49d4c8d39b30df6109,fc4695cf00fa00ef
MM-471,MM-471-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,305,202,61610,1.5099,18885,False,a1e9eaeff797e5dd41ea40e180f90e29,e52d923299db8c99
MM-472,MM-472-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,1001,999,999999,1.002,96223,True,c8aef4754d9cfb36471d92a2138a77f1,817f144a1978f9e9
MM-473,MM-473-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,566,368,208288,1.538,33120,False,8aea72d01c28c890d127f71dc2999b8c,d448243ab7475e8f
MM-473,MM-473-b.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,813,845,686985,0.9621,100509,False,f38b8f7aaca634329c6111448e2bf4c0,b14a6497de2037ec
MM-473,MM-473-c.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,636,480,305280,1.325,22904,False,0602665053df369e5473afa77a40e9c7,e866ae1fd140b26b
MM-473,MM-473-d.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,270,261,70470,1.0345,25236,False,f8cae3dda4ba4655a56268e68dbdc5de,829ec8d32f686f46
MM-473,MM-473-e.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,398,265,105470,1.5019,8591,False,c3cebc6f87f96d11d0eac7e70e4a65af,d309035adceecc6c
MM-474,MM-474-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1000,750,750000,1.3333,400316,False,c511659573821b40739008285335ad2a,c2f31d9c63631ccc
MM-475,MM-475-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,1280,720,921600,1.7778,108088,False,b6c6a201b24dd0922a8df17262ca6dc5,b86792b18d9a6663
MM-476,MM-476-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1500,1253,1879500,1.1971,489134,True,fd38a876312753463234ef0b41105ef9,c56d16165b79383a
MM-477,MM-477-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,1332,999,1330668,1.3333,120046,True,2c007a915f6fde45996c74ea3c75bf12,c4c533303ecf694e
MM-478,MM-478-a.jpeg,Lymphatic,Understanding,Diagnosis,JPEG,RGB,1500,1086,1629000,1.3812,332303,False,5686a191e1e8b7dd6b703b10330fab12,a35fb4a2b6a489d8
MM-479,MM-479-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,L,450,275,123750,1.6364,38022,True,e2e32a3e6d97777b758cdd6f84019c01,fb6e928080407f7f
MM-480,MM-480-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,664,618,410352,1.0744,37997,True,5825d7fa16c03ef147bb998e93a89ed0,b0f68d4fe5027ca4
MM-481,MM-481-a.jpeg,Skeletal,Understanding,Basic Science,PNG,RGBA,500,375,187500,1.3333,264220,False,ce72a84667d4990aec31ad708ff1b78c,d2ca3d2c6fa08aab
MM-481,MM-481-b.jpeg,Skeletal,Understanding,Basic Science,PNG,RGBA,308,450,138600,0.6844,115156,True,842ee85a7cf277adff608a432458988f,994fb1e4eca661b0
MM-482,MM-482-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1500,730,1095000,2.0548,296391,False,bc4cd4ee343cefd463b11a475ded62f5,c12af0e6e0eef08e
MM-483,MM-483-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1479,2218500,1.0142,488275,False,f8a243cd504ec7815a2298e566622a2b,be1f276388699534
MM-484,MM-484-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,500,325,162500,1.5385,24391,False,24f92a4ef8c554131c7a83e7afad2eb6,a7905c2ba7d0583f
MM-485,MM-485-a.png,Endocrine,Understanding,Basic Science,PNG,P,550,352,193600,1.5625,11774,False,e9023d8e6654bb2541c05c8ba45b1118,827a7a7a7a435d81
MM-486,MM-486-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,759,648,491832,1.1713,32984,True,82276d3058ddfe7385b97e1006db469b,dc2dc60b4e423d4f
MM-487,MM-487-a.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,400,377,150800,1.061,18455,True,1a879ced0cd6ab4fe8011d896d0b029a,8d96cec2c7a39a31
MM-488,MM-488-a.jpeg,Integumentary,Reasoning,Treatment,JPEG,RGB,1228,999,1226772,1.2292,202203,False,9a3b4221040a5ae7265bfda940df6422,d2ad997e328025af
MM-489,MM-489-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,448,518,232064,0.8649,19812,True,fa73a8a73d22ce43933409cab6ac297a,97cd1c73b6c4406d
MM-490,MM-490-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1200,446,535200,2.6906,118399,False,deb4badd67d66979efab55da14110149,e8de9318a58f16c5
MM-491,MM-491-a.jpeg,Other / NA,Reasoning,Basic Science,JPEG,RGB,450,217,97650,2.0737,11725,True,734cfceee5bb19f6b92c421293f7c01b,8832bf4df9388693
MM-492,MM-492-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,L,1205,999,1203795,1.2062,134848,True,c0f9746797dc14ac57a002ac79ecd2e8,c4471714bb5ab86b
MM-493,MM-493-a.jpeg,Muscular,Reasoning,Diagnosis,JPEG,RGB,407,440,179080,0.925,22909,True,bc4a1902e52f7a23ae915f4d629acc30,873468da3567c666
MM-494,MM-494-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,703,249,175047,2.8233,13823,False,a12091cee36aeb22bf2a6796223a6b0e,c39fb0c31ee00ff0
